,actual_epochs,dataset.name,dataset.samples_train,gradient_norm_squared_test,gradient_norm_squared_train,gradient_norm_test,gradient_norm_train,log_dir,loss_test,loss_train,model.batch_size,model.epochs,model.error_threshold,model.hidden_size,model.init_scale,model.iteration,model.learning_rate,model.model_id,model.name,path_length_d_test,path_length_d_train,path_length_f_test,path_length_f_train,weights_product,weights_rms
10,6695,mnist17,64,0.44066014885902405,0.41290023922920227,0.6482391357421875,0.6295993328094482,./d.n=mnist17_d.st=64_m.i=1,0.13398027420043945,9.9932021839777e-06,64,25000,1e-05,256,0.01,1,0.01,d.n=mnist17_d.st=64_m.i=1,shallow,0.5723649859428406,0.5619548559188843,1.0575785636901855,1.0009479522705078,1.7850067615509033,0.0053570782273052965
11,3253,mnist49,512,3.523958921432495,2.876361846923828,1.8203511238098145,1.6471771001815796,./d.n=mnist49_d.st=512_m.i=1,0.24827197194099426,9.730360034154728e-06,64,25000,1e-05,256,0.01,1,0.01,d.n=mnist49_d.st=512_m.i=1,shallow,2.286128044128418,2.2486772537231445,1.1021019220352173,1.0869334936141968,5.891999244689941,0.008105758762707705
12,6489,mnist69,128,0.4928799569606781,0.4158232808113098,0.6856852769851685,0.6321799159049988,./d.n=mnist69_d.st=128_m.i=0,0.1345546692609787,9.945166311808862e-06,64,25000,1e-05,256,0.01,0,0.01,d.n=mnist69_d.st=128_m.i=0,shallow,0.7424073219299316,0.7228211760520935,1.1542465686798096,0.9435931444168091,2.077742099761963,0.005579333563674461
13,2745,mnist35,128,1.3680307865142822,1.1420159339904785,1.1413798332214355,1.0414494276046753,./d.n=mnist35_d.st=128_m.i=2,0.44113025069236755,9.871030670183245e-06,64,25000,1e-05,256,0.01,2,0.01,d.n=mnist35_d.st=128_m.i=2,shallow,0.9440770745277405,0.9697533249855042,1.0486260652542114,1.0556386709213257,2.8751380443573,0.0061280436826038065
14,2270,mnist23,1024,1.618972897529602,1.463266134262085,1.2460178136825562,1.1866732835769653,./d.n=mnist23_d.st=1024_m.i=0,0.10019902139902115,9.931031854648609e-06,64,25000,1e-05,256,0.01,0,0.01,d.n=mnist23_d.st=1024_m.i=0,shallow,2.3575072288513184,2.301474094390869,1.0887367725372314,1.0707963705062866,6.161908149719238,0.008334131341444105
15,2379,mnist25,1024,1.157787799835205,1.0804448127746582,1.0625643730163574,1.027480125427246,./d.n=mnist25_d.st=1024_m.i=0,0.06004246324300766,9.690964361652732e-06,64,25000,1e-05,256,0.01,0,0.01,d.n=mnist25_d.st=1024_m.i=0,shallow,1.9337507486343384,1.9791620969772339,1.1397428512573242,1.121957540512085,5.462419033050537,0.007867536840155568
16,7128,mnist09,128,0.39126336574554443,0.31322285532951355,0.6144191026687622,0.5549678802490234,./d.n=mnist09_d.st=128_m.i=0,0.1495184600353241,9.957731890608557e-06,64,25000,1e-05,256,0.01,0,0.01,d.n=mnist09_d.st=128_m.i=0,shallow,0.6838056445121765,0.6747422814369202,1.0935931205749512,1.0349191427230835,1.899468183517456,0.005485560149580158
17,2483,mnist58,1024,1.827955722808838,1.6389477252960205,1.3148090839385986,1.2418445348739624,./d.n=mnist58_d.st=1024_m.i=1,0.13045603036880493,1.0247904356219806e-05,64,25000,1e-05,256,0.01,1,0.01,d.n=mnist58_d.st=1024_m.i=1,shallow,2.3926477432250977,2.3766121864318848,1.0777919292449951,1.1174066066741943,6.458911895751953,0.008477849848584485
18,2456,mnist25,1024,1.0713732242584229,1.027677059173584,1.0206700563430786,0.9997466802597046,./d.n=mnist25_d.st=1024_m.i=2,0.05656667798757553,1.0289248166373e-05,64,25000,1e-05,256,0.01,2,0.01,d.n=mnist25_d.st=1024_m.i=2,shallow,1.923600435256958,1.9784384965896606,1.1416679620742798,1.1276428699493408,5.374373435974121,0.007843589002809948
19,3869,mnist56,512,2.0452442169189453,1.9817185401916504,1.3449679613113403,1.3293969631195068,./d.n=mnist56_d.st=512_m.i=1,0.16809861361980438,1.1008673027390614e-05,64,25000,1e-05,256,0.01,1,0.01,d.n=mnist56_d.st=512_m.i=1,shallow,1.759572982788086,1.6825438737869263,1.0577536821365356,1.0853726863861084,4.681994438171387,0.007412735151087044
20,4378,mnist47,512,2.061342239379883,1.8657612800598145,1.4045121669769287,1.3385794162750244,./d.n=mnist47_d.st=512_m.i=2,0.14839373528957367,1.1142514267703518e-05,64,25000,1e-05,256,0.01,2,0.01,d.n=mnist47_d.st=512_m.i=2,shallow,1.8202918767929077,1.7683578729629517,1.110974907875061,1.0647386312484741,4.856724262237549,0.007532373313118215
21,8311,mnist13,128,0.6284931898117065,0.538628101348877,0.7813324928283691,0.7250921726226807,./d.n=mnist13_d.st=128_m.i=1,0.12261369079351425,9.961677278624848e-06,64,25000,1e-05,256,0.01,1,0.01,d.n=mnist13_d.st=128_m.i=1,shallow,0.5901877284049988,0.5995181202888489,1.0609980821609497,0.9721980094909668,2.076956272125244,0.005618435556790218
22,8845,mnist14,128,0.4251556098461151,0.3621461093425751,0.6435478329658508,0.5967254638671875,./d.n=mnist14_d.st=128_m.i=0,0.08032874763011932,9.956440408132039e-06,64,25000,1e-05,256,0.01,0,0.01,d.n=mnist14_d.st=128_m.i=0,shallow,0.6558603644371033,0.6321521997451782,1.0577694177627563,0.948396623134613,2.012732744216919,0.005487632909590396
23,8818,mnist15,128,0.9603518843650818,0.8739039897918701,0.9673738479614258,0.9161270260810852,./d.n=mnist15_d.st=128_m.i=0,0.1480899155139923,9.970730388886295e-06,64,25000,1e-05,256,0.01,0,0.01,d.n=mnist15_d.st=128_m.i=0,shallow,0.6803584694862366,0.6995478868484497,1.053228497505188,0.9460339546203613,2.399451971054077,0.005796077566768077
24,5487,mnist69,512,0.8721937537193298,0.8245768547058105,0.9093196392059326,0.8897778987884521,./d.n=mnist69_d.st=512_m.i=2,0.059659987688064575,9.783709174371324e-06,64,25000,1e-05,256,0.01,2,0.01,d.n=mnist69_d.st=512_m.i=2,shallow,1.2725932598114014,1.2721374034881592,1.0341581106185913,1.0062607526779175,3.4246833324432373,0.0067053585331845085
25,2099,mnist35,2048,1.9356204271316528,1.6770423650741577,1.3716071844100952,1.2777436971664429,./d.n=mnist35_d.st=2048_m.i=2,0.08399079740047455,7.460159395122901e-06,64,25000,1e-05,256,0.01,2,0.01,d.n=mnist35_d.st=2048_m.i=2,shallow,3.4453279972076416,3.378479242324829,1.1780264377593994,1.2663993835449219,9.485978126525879,0.01005784362578718
26,3715,mnist39,1024,1.4120632410049438,1.354429841041565,1.1664959192276,1.1405363082885742,./d.n=mnist39_d.st=1024_m.i=0,0.0746195986866951,9.802060048968997e-06,64,25000,1e-05,256,0.01,0,0.01,d.n=mnist39_d.st=1024_m.i=0,shallow,2.243335008621216,2.2645184993743896,1.0456252098083496,1.0696160793304443,5.954596519470215,0.008196565029915115
27,4180,mnist37,1024,1.7119370698928833,1.5451457500457764,1.2519069910049438,1.1890580654144287,./d.n=mnist37_d.st=1024_m.i=0,0.0951157808303833,9.927729479386471e-06,64,25000,1e-05,256,0.01,0,0.01,d.n=mnist37_d.st=1024_m.i=0,shallow,2.1209208965301514,2.0628368854522705,1.0427565574645996,1.1272960901260376,5.90995979309082,0.008195432409743518
28,8092,mnist19,64,0.3579536974430084,0.30009058117866516,0.5871027708053589,0.5386505126953125,./d.n=mnist19_d.st=64_m.i=1,0.0985538512468338,9.991944352805149e-06,64,25000,1e-05,256,0.01,1,0.01,d.n=mnist19_d.st=64_m.i=1,shallow,0.5510755777359009,0.5344467759132385,1.003951072692871,0.9469345808029175,1.6740213632583618,0.005280000746824311
29,4706,mnist46,128,0.6344277858734131,0.5232971906661987,0.7809526324272156,0.7134307622909546,./d.n=mnist46_d.st=128_m.i=2,0.19712631404399872,9.92051627690671e-06,64,25000,1e-05,256,0.01,2,0.01,d.n=mnist46_d.st=128_m.i=2,shallow,0.7563307285308838,0.7798517942428589,1.0952675342559814,0.989609956741333,2.208062171936035,0.005695496193107731
30,4892,mnist89,128,0.8218091726303101,0.6030706167221069,0.8850151300430298,0.7603161334991455,./d.n=mnist89_d.st=128_m.i=1,0.27734971046447754,9.9381068139337e-06,64,25000,1e-05,256,0.01,1,0.01,d.n=mnist89_d.st=128_m.i=1,shallow,0.7671971917152405,0.8103093504905701,1.1474443674087524,0.9881527423858643,2.2844769954681396,0.0057336087930524885
31,3050,mnist58,512,2.2783544063568115,1.8795392513275146,1.4822773933410645,1.3480663299560547,./d.n=mnist58_d.st=512_m.i=2,0.2515759766101837,1.0413125892227981e-05,64,25000,1e-05,256,0.01,2,0.01,d.n=mnist58_d.st=512_m.i=2,shallow,1.853550672531128,1.8314003944396973,1.1291303634643555,1.064062476158142,4.90468692779541,0.007515946449824011
32,2781,mnist49,1024,2.96268367767334,2.4906229972839355,1.6841484308242798,1.5533056259155273,./d.n=mnist49_d.st=1024_m.i=2,0.16132910549640656,1.1779442502302118e-05,64,25000,1e-05,256,0.01,2,0.01,d.n=mnist49_d.st=1024_m.i=2,shallow,3.014516592025757,3.0011940002441406,1.1217955350875854,1.172667145729065,7.827032566070557,0.00918052902348588
33,4531,mnist48,64,0.28844961524009705,0.20345938205718994,0.5252505540847778,0.4419146180152893,./d.n=mnist48_d.st=64_m.i=0,0.173643559217453,9.982268238672987e-06,64,25000,1e-05,256,0.01,0,0.01,d.n=mnist48_d.st=64_m.i=0,shallow,0.48534056544303894,0.5173208117485046,1.0359275341033936,0.9888016581535339,1.5530279874801636,0.005196650575707667
34,4013,mnist05,128,0.9190417528152466,0.8719562292098999,0.9311416149139404,0.8987814784049988,./d.n=mnist05_d.st=128_m.i=0,0.17681337893009186,9.86840132100042e-06,64,25000,1e-05,256,0.01,0,0.01,d.n=mnist05_d.st=128_m.i=0,shallow,0.45051223039627075,0.46009522676467896,1.1480683088302612,1.0179210901260376,2.035759449005127,0.005595324065172461
