,actual_epochs,dataset.name,dataset.samples_train,error,gradient_norm_test,gradient_norm_train,log_dir,loss_test,loss_train,model.batch_size,model.epochs,model.error_threshold,model.gradient_norm_reg_coef,model.hidden_size,model.init_scale,model.iteration,model.learning_rate,model.model_id,model.name,model.weights_product_reg_coef,path_length_d_test,path_length_d_train,path_length_f_test,path_length_f_train,weights_product,weights_rms
30,1875.0,mnist06,10000,,0.7045260071754456,0.6045782566070557,./d.n=mnist06_m.gnrc=0.0001_m.lr=0.1,0.028129322454333305,2.0444502297323197e-05,64,15000,1e-05,0.0001,256,0.01,0,0.1,d.n=mnist06_m.gnrc=0.0001_m.lr=0.1,shallow,0,2.377345323562622,2.4164531230926514,1.1356418132781982,1.2222888469696045,16.357086181640625,0.015898226320678572
31,2614.0,mnist18,10000,,0.7824962139129639,0.7606484293937683,./d.n=mnist18_m.gnrc=0_m.lr=0.1,0.011954027228057384,9.447298907616641e-06,64,15000,1e-05,0.0,256,0.01,0,0.1,d.n=mnist18_m.gnrc=0_m.lr=0.1,shallow,0,3.025097131729126,3.194976568222046,1.217447280883789,1.2789844274520874,18.9710693359375,0.016440657911302607
32,3518.0,mnist26,10000,,0.7709419131278992,0.7843773365020752,./d.n=mnist26_m.gnrc=0_m.lr=0.01,0.02498926967382431,2.457615119055845e-05,64,15000,1e-05,0.0,256,0.01,0,0.01,d.n=mnist26_m.gnrc=0_m.lr=0.01,shallow,0,3.864201545715332,3.9539835453033447,1.1567790508270264,1.179524302482605,12.34385871887207,0.011510309769379513
33,4714.0,mnist39,10000,,0.9944455623626709,0.9839547276496887,./d.n=mnist39_m.gnrc=0_m.lr=0.01,0.02737225405871868,1.1283283129159827e-05,64,15000,1e-05,0.0,256,0.01,0,0.01,d.n=mnist39_m.gnrc=0_m.lr=0.01,shallow,0,5.076240062713623,5.14069938659668,1.0865168571472168,1.0838031768798828,15.480982780456543,0.013159008348102415
34,2161.0,mnist68,10000,,0.8180773258209229,0.7403303384780884,./d.n=mnist68_m.gnrc=1e-05_m.lr=0.1,0.03843865171074867,3.746493166545406e-05,64,15000,1e-05,1e-05,256,0.01,0,0.1,d.n=mnist68_m.gnrc=1e-05_m.lr=0.1,shallow,0,2.933800458908081,2.9045522212982178,1.1714329719543457,1.1792973279953003,19.55902099609375,0.018274684185097482
35,4017.0,mnist27,10000,,1.436694622039795,1.4347898960113525,./d.n=mnist27_m.gnrc=0_m.lr=0.01,0.039348501712083817,1.0012856364483014e-05,64,15000,1e-05,0.0,256,0.01,0,0.01,d.n=mnist27_m.gnrc=0_m.lr=0.01,shallow,0,4.770521640777588,4.788361549377441,1.15660560131073,1.1196585893630981,15.849861145019531,0.013056401274412146
36,925.0,mnist56,10000,,0.8330859541893005,0.7654623985290527,./d.n=mnist56_m.gnrc=1e-05_m.lr=0.1,0.03860164061188698,1.0511910659261048e-05,64,15000,1e-05,1e-05,256,0.01,0,0.1,d.n=mnist56_m.gnrc=1e-05_m.lr=0.1,shallow,0,3.182093858718872,3.2968051433563232,1.2259880304336548,1.2436496019363403,20.108409881591797,0.01674372208680973
37,4973.0,mnist09,10000,,0.8050857782363892,0.7752617597579956,./d.n=mnist09_m.gnrc=0_m.lr=0.01,0.015617945231497288,2.509011756046675e-05,64,15000,1e-05,0.0,256,0.01,0,0.01,d.n=mnist09_m.gnrc=0_m.lr=0.01,shallow,0,3.4246654510498047,3.4340591430664062,1.0730301141738892,1.0271339416503906,10.067060470581055,0.010679667922673582
38,5141.0,mnist06,10000,,0.7349653244018555,0.6878452301025391,./d.n=mnist06_m.gnrc=0_m.lr=0.01,0.025889771059155464,1.7658441720413975e-05,64,15000,1e-05,0.0,256,0.01,0,0.01,d.n=mnist06_m.gnrc=0_m.lr=0.01,shallow,0,3.937103033065796,3.855246067047119,1.0629812479019165,1.040132999420166,12.119891166687012,0.01169772477273821
39,1865.0,mnist14,10000,,0.5273163914680481,0.5146596431732178,./d.n=mnist14_m.gnrc=1e-05_m.lr=0.1,0.0055881524458527565,5.459587919176556e-05,64,15000,1e-05,1e-05,256,0.01,0,0.1,d.n=mnist14_m.gnrc=1e-05_m.lr=0.1,shallow,0,1.7663583755493164,1.8655407428741455,1.0347758531570435,1.047672152519226,11.265588760375977,0.012539165129328482
40,1138.0,mnist01,10000,,0.43779492378234863,0.40760597586631775,./d.n=mnist01_m.gnrc=1e-05_m.lr=0.1,0.0015326922293752432,6.837736691522878e-06,64,15000,1e-05,1e-05,256,0.01,0,0.1,d.n=mnist01_m.gnrc=1e-05_m.lr=0.1,shallow,0,1.2796322107315063,1.3274792432785034,1.1212855577468872,1.1166222095489502,7.389956474304199,0.010117438786713819
41,1935.0,mnist12,10000,,0.7325668931007385,0.7053561210632324,./d.n=mnist12_m.gnrc=1e-05_m.lr=0.1,0.020024597644805908,9.891649824567139e-06,64,15000,1e-05,1e-05,256,0.01,0,0.1,d.n=mnist12_m.gnrc=1e-05_m.lr=0.1,shallow,0,2.5099003314971924,2.531522512435913,1.1239157915115356,1.1713054180145264,14.772173881530762,0.014288884757821254
42,1209.0,mnist59,10000,,0.7715641856193542,0.7124794721603394,./d.n=mnist59_m.gnrc=0_m.lr=0.1,0.03429511934518814,7.775506674079224e-06,64,15000,1e-05,0.0,256,0.01,0,0.1,d.n=mnist59_m.gnrc=0_m.lr=0.1,shallow,0,3.153132677078247,3.3082730770111084,1.1568794250488281,1.244741678237915,18.657154083251953,0.01653318914388289
